0,https://brasil.elpais.com/brasil/2019/02/23/tecnologia/1550953521_057163.html
1,https://brasil.elpais.com/brasil/2019/02/21/tecnologia/1550748035_065824.html
2,https://brasil.elpais.com/brasil/2019/02/20/tecnologia/1550649792_385167.html
3,https://brasil.elpais.com/brasil/2019/02/15/tecnologia/1550259530_236450.html
4,https://brasil.elpais.com/brasil/2019/02/12/tecnologia/1549990082_118422.html
5,https://brasil.elpais.com/brasil/2019/02/05/tecnologia/1549363085_597990.html
6,https://brasil.elpais.com/brasil/2019/02/06/tecnologia/1549475079_390845.html
7,https://brasil.elpais.com/brasil/2019/02/06/tecnologia/1549455010_085088.html
8,https://brasil.elpais.com/brasil/2019/02/02/tecnologia/1549135690_778047.html
9,https://brasil.elpais.com/brasil/2019/01/31/tecnologia/1548961654_584973.html
10,https://brasil.elpais.com/brasil/2019/01/21/tecnologia/1548083297_326658.html
11,https://brasil.elpais.com/brasil/2019/01/17/tecnologia/1547741436_545434.html
12,https://brasil.elpais.com/brasil/2019/01/15/tecnologia/1547591980_477626.html
13,https://brasil.elpais.com/brasil/2019/01/12/tecnologia/1547288980_518731.html
14,https://brasil.elpais.com/brasil/2019/01/09/tecnologia/1547046825_627228.html
15,https://brasil.elpais.com/brasil/2019/01/04/tecnologia/1546598296_840105.html
16,https://brasil.elpais.com/brasil/2018/12/27/tecnologia/1545929793_892342.html
17,https://brasil.elpais.com/brasil/2018/12/18/tecnologia/1545147698_980660.html
18,https://brasil.elpais.com/brasil/2018/12/20/tecnologia/1545310293_364264.html
19,https://brasil.elpais.com/brasil/2018/12/21/tecnologia/1545407088_015525.html
20,https://brasil.elpais.com/brasil/2018/12/19/tecnologia/1545233156_581637.html
21,https://brasil.elpais.com/brasil/2018/12/19/tecnologia/1545221673_589059.html
22,https://brasil.elpais.com/brasil/2018/12/14/tecnologia/1544800947_365760.html
23,https://brasil.elpais.com/brasil/2018/12/14/tecnologia/1544803995_355729.html
24,https://brasil.elpais.com/brasil/2018/12/12/tecnologia/1544647677_448625.html
25,https://brasil.elpais.com/brasil/2018/12/05/tecnologia/1544024984_899392.html
26,https://brasil.elpais.com/brasil/2018/11/29/tecnologia/1543505016_151963.html
27,https://brasil.elpais.com/brasil/2018/11/23/tecnologia/1542970848_353132.html
28,https://brasil.elpais.com/brasil/2018/11/12/tecnologia/1542018368_035000.html
29,https://brasil.elpais.com/brasil/2018/11/12/tecnologia/1542038734_872245.html
30,https://brasil.elpais.com/brasil/2018/11/09/tecnologia/1541771036_210342.html
31,https://brasil.elpais.com/brasil/2018/11/12/tecnologia/1542038131_566785.html
32,https://brasil.elpais.com/brasil/2018/11/09/tecnologia/1541765605_369415.html
33,https://brasil.elpais.com/brasil/2018/11/07/tecnologia/1541613572_180890.html
34,https://brasil.elpais.com/brasil/2018/11/05/tecnologia/1541424836_430010.html
35,https://brasil.elpais.com/brasil/2018/11/02/tecnologia/1541176553_498714.html
36,https://brasil.elpais.com/brasil/2018/10/30/tecnologia/1540893930_649241.html
37,https://brasil.elpais.com/brasil/2018/10/25/tecnologia/1540469095_157884.html
