0,https://brasil.elpais.com/brasil/2014/05/03/internacional/1399076773_926174.html
1,https://brasil.elpais.com/brasil/2014/05/03/internacional/1399100968_384730.html
2,https://brasil.elpais.com/brasil/2014/05/03/internacional/1399092847_849257.html
3,https://brasil.elpais.com/brasil/2014/05/02/internacional/1399057796_132506.html
4,https://brasil.elpais.com/brasil/2014/05/02/internacional/1399043343_952107.html
5,https://brasil.elpais.com/brasil/2014/05/02/internacional/1399057451_035723.html
6,https://brasil.elpais.com/brasil/2014/05/02/internacional/1399062902_339514.html
7,https://brasil.elpais.com/brasil/2014/05/02/internacional/1399040164_209882.html
8,https://brasil.elpais.com/brasil/2014/05/02/internacional/1399049621_692408.html
9,https://brasil.elpais.com/brasil/2014/05/02/internacional/1398995653_360598.html
10,https://brasil.elpais.com/brasil/2014/05/02/internacional/1399033636_356952.html
11,https://brasil.elpais.com/brasil/2014/05/01/internacional/1398896592_188141.html
12,https://brasil.elpais.com/brasil/2014/05/02/internacional/1399031005_797594.html
13,https://brasil.elpais.com/brasil/2014/05/02/internacional/1398996535_217432.html
14,https://brasil.elpais.com/brasil/2014/05/02/internacional/1399011896_660369.html
15,https://brasil.elpais.com/brasil/2014/05/02/internacional/1398990311_813205.html
16,https://brasil.elpais.com/brasil/2014/05/01/internacional/1398978003_714348.html
17,https://brasil.elpais.com/brasil/2014/05/01/internacional/1398900416_770756.html
18,https://brasil.elpais.com/brasil/2014/05/01/internacional/1398959980_490206.html
19,https://brasil.elpais.com/brasil/2014/05/01/internacional/1398968938_631803.html
20,https://brasil.elpais.com/brasil/2014/05/01/internacional/1398962719_870603.html
21,https://brasil.elpais.com/brasil/2014/05/01/internacional/1398964878_699900.html
22,https://brasil.elpais.com/brasil/2014/05/01/internacional/1398978405_378727.html
23,https://brasil.elpais.com/brasil/2014/05/01/internacional/1398947062_478548.html
24,https://brasil.elpais.com/brasil/2014/05/01/internacional/1398945360_949109.html
25,https://brasil.elpais.com/brasil/2014/04/30/internacional/1398889512_560204.html
26,https://brasil.elpais.com/brasil/2014/04/30/internacional/1398850136_993648.html
27,https://brasil.elpais.com/brasil/2014/04/30/internacional/1398886501_964847.html
28,https://brasil.elpais.com/brasil/2014/04/30/internacional/1398871200_614050.html
29,https://brasil.elpais.com/brasil/2014/04/30/internacional/1398866193_850173.html
30,https://brasil.elpais.com/brasil/2014/04/30/album/1398858048_161015.html
31,https://brasil.elpais.com/brasil/2014/04/30/internacional/1398841016_921528.html
32,https://brasil.elpais.com/brasil/2014/04/29/internacional/1398792569_923750.html
33,https://brasil.elpais.com/brasil/2014/04/30/internacional/1398848313_544543.html
34,https://brasil.elpais.com/brasil/2014/04/30/internacional/1398817318_855943.html
35,https://brasil.elpais.com/brasil/2014/04/28/internacional/1398703283_016317.html
36,https://brasil.elpais.com/brasil/2014/04/29/internacional/1398799263_614273.html
37,https://brasil.elpais.com/brasil/2014/04/29/internacional/1398796112_296234.html
38,https://brasil.elpais.com/brasil/2014/04/29/internacional/1398793994_880097.html
39,https://brasil.elpais.com/brasil/2014/04/29/internacional/1398790716_186883.html
40,https://brasil.elpais.com/brasil/2014/04/29/internacional/1398790865_221877.html
41,https://brasil.elpais.com/brasil/2014/04/29/album/1398766182_484943.html
42,https://brasil.elpais.com/brasil/2014/04/29/internacional/1398754752_267733.html
43,https://brasil.elpais.com/brasil/2014/04/29/internacional/1398775328_416099.html
44,https://brasil.elpais.com/brasil/2014/04/29/internacional/1398735070_097748.html
45,https://brasil.elpais.com/brasil/2014/04/29/internacional/1398750272_901898.html
46,https://brasil.elpais.com/brasil/2014/04/28/internacional/1398707661_885459.html
